id,machine.x,A,Ci,Ca,gsw,CO2_s,CO2_r,H2O_s,H2O_r,Qin,VPDleaf,Flow,Tair,Tleaf,chamber,machine.y,rd,keep.row
Pas_smi18_t1_ch4_27.5,ozzie,25.87198662,280.1329308,406.1114734,0.380499785,406.1114839,420.0352581,19.13552581,15.33950968,2000.003871,1.94621331,400.0576452,27.52858387,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,25.43177372,280.864935,406.1958862,0.376060815,406.1958966,419.8934483,19.13798621,15.38276552,2000.004138,1.94679052,400.0407586,27.51487586,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,20.01828748,302.9900067,405.9318848,0.370484931,405.9318929,417.02375,19.13972143,15.43351429,2000.014643,1.948554925,400.0292857,27.50258929,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,7.814413839,354.4698926,403.7419968,0.365272185,403.742,408.9795185,19.14428889,15.48448519,2000.003333,1.950146041,400.0343704,27.49208519,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-6.925191785,416.1201117,398.4393242,0.35822415,398.4393214,396.5946071,19.14898571,15.55070357,2000.007857,1.953135094,400.0457143,27.48191429,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-21.2187479,474.3962626,388.5768975,0.349172197,388.5768889,379.8401481,19.16496667,15.64685185,1999.992222,1.956721202,400.0569259,27.47151852,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-28.99347747,501.2620608,376.7716189,0.344415085,376.7716071,364.26325,19.19486786,15.72073929,2000.003214,1.957596991,400.0421429,27.46951071,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-34.36058791,513.9009356,361.8539399,0.341076163,361.8539259,346.7187778,19.23353704,15.79004444,1999.996667,1.958472904,400.0379259,27.47707407,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-37.30278413,516.2853816,347.6370507,0.337137034,347.6370357,331.0352857,19.26163929,15.85161071,1999.993214,1.961157392,400.0358214,27.48771429,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-39.64279154,516.6227796,331.234979,0.328493714,331.234963,313.4355185,19.28522222,15.94893704,2000.015556,1.967119085,400.0668519,27.49492593,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-41.30272788,517.5398712,316.3393381,0.317129307,316.3393214,297.6645714,19.31132143,16.07503571,2000.019643,1.973561676,400.0685357,27.49405357,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-42.45388425,515.882744,299.5067579,0.304537952,299.5067407,280.1915556,19.36022222,16.23928889,1999.994444,1.978492971,400.0661111,27.48894444,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-43.02780692,512.1205767,284.5661959,0.294476622,284.5661786,264.90075,19.42265357,16.398125,1999.990357,1.98015244,400.0510714,27.48185357,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-43.91356909,507.4537301,267.9345363,0.286571382,267.9345185,247.7722963,19.50351852,16.56000741,1999.994444,1.978119621,400.041037,27.47173333,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-45.04537366,503.3970279,253.1964824,0.282335867,253.1964643,232.4374286,19.575125,16.67974286,1999.986429,1.973893551,400.0445,27.46144643,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-46.90725095,500.8791533,236.5932412,0.279398122,236.5932222,214.886963,19.64494444,16.78664815,2000.004444,1.968317982,400.0383704,27.44894815,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-48.20478174,495.2696534,221.6800909,0.278167374,221.6800714,199.3067143,19.69327143,16.85499643,1999.985,1.962938744,400.0451429,27.435925,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-49.65521118,492.0367218,207.5290201,0.276270887,207.529,184.4171786,19.72446071,16.91006071,2000.036071,1.959401666,400.0458929,27.42273929,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-50.91903866,486.5663203,189.7354492,0.272273585,189.7354286,165.9616429,19.75044286,16.97897143,2000.01,1.956936183,400.0594643,27.40449286,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-52.47060205,485.7317587,172.8035028,0.26677771,172.8034815,148.2322222,19.7676,17.05088148,2000.01963,1.956456308,400.0722963,27.38613333,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-53.32118228,480.9297892,157.672593,0.262919016,157.6725714,132.6453571,19.78216071,17.10516786,1999.981429,1.954987728,400.0478214,27.36826786,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-54.25624611,476.0222688,140.7772072,0.258444078,140.7771852,115.2512185,19.79198148,17.16005185,1999.99037,1.954169031,400.0524074,27.34916296,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-54.96088057,473.5304426,125.7307366,0.252687813,125.7307143,99.82051786,19.79860357,17.222225,1999.990714,1.954871103,400.0480357,27.33171429,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,-56.5032112,475.7967421,108.8691786,0.246616255,108.8691556,82.17216667,19.80673704,17.28956296,1999.992222,1.95534292,400.0550741,27.31227407,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,15.1603667,181.044379,412.2686713,0.111472275,412.2686774,419.9955484,20.66438065,19.5038,1999.999032,1.958235414,400.0426129,27.10821935,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,15.09684025,171.3521183,412.4976836,0.106075191,412.4976897,420.1707241,20.68992759,19.5857069,2000.017241,1.956465778,400.0454138,27.08712069,27.5,NA,NA,NA,yes
Pas_smi18_t1_ch4_27.5,ozzie,19.83200601,89.77464422,413.0647063,0.102218909,413.0647143,422.9818571,20.71284286,19.64978571,2000.020714,1.953564947,400.0438929,27.065925,27.5,NA,NA,NA,yes
